scope,cohort,primary,comparator,metric,n_paired_dates,delta_primary_minus_comparator,ci95_lo,ci95_hi,p_delta_gt_zero,p_preferred_direction,preferred_direction,bootstrap_draws,seed,stream_seed
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_repaired,path_up10,170,-0.050980392156862744,-0.08627450980392155,-0.01764705882352941,0.0012,0.0012,higher,5000,42,8670044639032723935
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_repaired,path_dn5,170,-0.08039215686274509,-0.1254901960784314,-0.037254901960784306,0.0002,0.9998,lower,5000,42,8325642466317962511
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_frozen_pattern,safe_up10_rate,170,-0.045098039215686274,-0.08039215686274509,-0.009803921568627449,0.0062,0.0062,higher,5000,42,16240246436719252145
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_frozen_pattern,up10_rate,170,-0.052941176470588235,-0.09019607843137255,-0.01568627450980392,0.0036,0.0036,higher,5000,42,9780511577058042497
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_frozen_pattern,dn5_rate,170,-0.09019607843137255,-0.13333333333333333,-0.04901960784313725,0.0,1.0,lower,5000,42,11843374715372860785
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_frozen_pattern,path_net_mean,170,-0.0008628150383229979,-0.004262892056242146,0.0025933854798404787,0.3056,0.3056,higher,5000,42,13114975746531008661
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_frozen_pattern,path_sl_first,170,-0.06666666666666667,-0.11960784313725492,-0.015686274509803925,0.0064,0.9934,lower,5000,42,15482458053540884424
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_frozen_pattern,path_safe_up10,170,-0.047058823529411764,-0.08039215686274509,-0.01372549019607843,0.0014,0.0014,higher,5000,42,15851319255689656081
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_frozen_pattern,path_up10,170,-0.04901960784313725,-0.08431372549019607,-0.013725490196078433,0.0014,0.0014,higher,5000,42,1355518867998254197
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,R1_frozen_pattern,path_dn5,170,-0.06274509803921567,-0.10588235294117647,-0.0196078431372549,0.0034,0.9966,lower,5000,42,3031735825727671320
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,monkey_seed42,safe_up10_rate,170,0.03333333333333333,-0.0019607843137254832,0.06666666666666667,0.9696,0.9696,higher,5000,42,16528281754593724921
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,monkey_seed42,up10_rate,170,0.02156862745098039,-0.011813725490196067,0.0568627450980392,0.884,0.884,higher,5000,42,11234404886467501452
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,monkey_seed42,dn5_rate,170,-0.02352941176470588,-0.06862745098039216,0.02352941176470588,0.1516,0.8454,lower,5000,42,4758284359219953417
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,monkey_seed42,path_net_mean,170,0.0010984534162709375,-0.0027978147411378655,0.004953089857261526,0.708,0.708,higher,5000,42,6662539494499212171
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,monkey_seed42,path_sl_first,170,0.025490196078431376,-0.027450980392156866,0.07647058823529412,0.8222,0.1762,lower,5000,42,9185994585423166162
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,monkey_seed42,path_safe_up10,170,0.0196078431372549,-0.011764705882352941,0.050980392156862744,0.8876,0.8876,higher,5000,42,6836388956635502201
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,monkey_seed42,path_up10,170,0.02941176470588235,-0.0039215686274509795,0.0627450980392157,0.958,0.958,higher,5000,42,8080579439290943911
locked_holdout,common_0915_complete_dates,safeup_pareto_rank,monkey_seed42,path_dn5,170,0.011764705882352941,-0.03333333333333333,0.056862745098039215,0.6828,0.311,lower,5000,42,523872204944370643
