regime_subset,T,C,DD,H,n_total,n_hit,n_success,base_rate_pct,hit_rate_pct,avg_no_hit_eod_pct,worst5_no_hit_eod_pct,avg_post_hit_fail_eod_pct,avg_hit_time_h,avg_pre_hit_dd_pct_when_success
bull_quiet_bull_volatile,15,5,5,8,90861,1397,901,0.9916245693972111,1.537513344559272,-0.1777385233648757,-7.018210479260284,0.49371067468518953,5.518312985571587,-1.1010875472729917
all,15,5,5,12,163546,3556,2210,1.351301774424321,2.17431181441307,-0.3093454741381022,-6.736219528806514,1.7597108930675949,7.2108597285067875,-1.1613991351955493
bull_quiet_bull_volatile,15,5,5,12,90861,1813,1212,1.3339056360814872,1.9953555430822907,-0.2350418360750538,-7.031091117083093,1.4922681019847566,7.181518151815181,-1.2391936525895118
all,15,5,5,24,163546,5425,3635,2.2226162669829894,3.317109559390018,-0.47566557821188005,-6.770564557745895,3.837194599108619,11.875653370013755,-1.351273029772456
bull_quiet_bull_volatile,15,5,5,24,90861,2875,2060,2.2671993484553328,3.164173847965574,-0.4154275465930694,-7.079583617772989,4.117847278070857,12.120388349514563,-1.448761793705375
all,20,0,2,4,163546,1004,726,0.44391180462989,0.6138945617746688,-0.15297802012411854,-6.722202114213485,6.083806379218556,4.0,-0.37833686902643104
bull_quiet_bull_volatile,20,0,2,4,90861,493,347,0.38190202617184493,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,7.526738922267337,4.0,-0.36641170300451764
all,20,0,2,8,163546,1459,992,0.6065571765741749,0.8921037506267351,-0.19787967568326337,-6.725663716814156,9.081655005122302,5.07258064516129,-0.48728562761248634
bull_quiet_bull_volatile,20,0,2,8,90861,732,487,0.5359835352901685,0.8056261762472348,-0.12332240779787372,-7.013129431613602,10.400246701784182,5.149897330595483,-0.4906958461001019
all,20,0,2,12,163546,1941,1288,0.7875460115196948,1.1868220561799128,-0.24457669423494144,-6.728299499219215,10.997906938733767,6.6645962732919255,-0.5571801527434318
bull_quiet_bull_volatile,20,0,2,12,90861,947,611,0.6724557290806837,1.0422513509646603,-0.1623787443044451,-7.019152712835373,12.031084943875014,6.540098199672668,-0.5580381117606134
all,20,0,2,24,163546,2903,1803,1.102442126374231,1.7750357697528523,-0.3568113963966213,-6.746698528554754,14.107810259233908,10.14087631724903,-0.6418415578011089
bull_quiet_bull_volatile,20,0,2,24,90861,1521,916,1.0081333025170316,1.673985538349787,-0.28865563057585913,-7.042413572343152,15.433721289658623,10.68995633187773,-0.6748633289888277
all,20,0,3,4,163546,1004,781,0.47754148679882114,0.6138945617746688,-0.15297802012411854,-6.722202114213485,3.563678360484467,4.0,-0.5213335282492406
bull_quiet_bull_volatile,20,0,3,4,90861,493,368,0.40501425253959344,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,4.791552166619384,4.0,-0.4793718576400186
all,20,0,3,8,163546,1459,1113,0.6805424773458232,0.8921037506267351,-0.19787967568326337,-6.725663716814156,6.7206989818331415,5.193171608265948,-0.6992038040731059
bull_quiet_bull_volatile,20,0,3,8,90861,732,540,0.5943143923135339,0.8056261762472348,-0.12332240779787372,-7.013129431613602,7.887080293812632,5.274074074074074,-0.6791251509137312
all,20,0,3,12,163546,1941,1473,0.9006640333606448,1.1868220561799128,-0.24457669423494144,-6.728299499219215,8.863409395803021,6.856754921928038,-0.7961272801305139
bull_quiet_bull_volatile,20,0,3,12,90861,947,692,0.7616028879277138,1.0422513509646603,-0.1623787443044451,-7.019152712835373,9.86167203347977,6.7514450867052025,-0.7800086902068594
all,20,0,3,24,163546,2903,2129,1.3017744243209861,1.7750357697528523,-0.3568113963966213,-6.746698528554754,12.869061362312218,10.538280883043683,-0.9183340552825133
bull_quiet_bull_volatile,20,0,3,24,90861,1521,1082,1.1908299490430438,1.673985538349787,-0.28865563057585913,-7.042413572343152,14.163726677076957,11.146025878003696,-0.9454638842394627
all,20,0,5,4,163546,1004,841,0.5142284128012914,0.6138945617746688,-0.15297802012411854,-6.722202114213485,-1.7247311807853625,4.0,-0.7434085355346002
bull_quiet_bull_volatile,20,0,5,4,90861,493,406,0.4468363764431384,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,-2.468810167820058,4.0,-0.7751567541068461
all,20,0,5,8,163546,1459,1234,0.7545277781174715,0.8921037506267351,-0.19787967568326337,-6.725663716814156,0.6072413143374047,5.273905996758509,-0.9976461311938984
bull_quiet_bull_volatile,20,0,5,8,90861,732,615,0.6768580579126358,0.8056261762472348,-0.12332240779787372,-7.013129431613602,-0.9938473269217226,5.359349593495935,-1.0530124899866573
all,20,0,5,12,163546,1941,1648,1.0076675675345164,1.1868220561799128,-0.24457669423494144,-6.728299499219215,3.121480852823141,6.963592233009709,-1.1134347738012889
bull_quiet_bull_volatile,20,0,5,12,90861,947,799,0.8793651841824325,1.0422513509646603,-0.1623787443044451,-7.019152712835373,1.8305296944002027,6.888610763454318,-1.1827445338778089
all,20,0,5,24,163546,2903,2459,1.5035525173345725,1.7750357697528523,-0.3568113963966213,-6.746698528554754,8.835342969402593,10.875965839772265,-1.3058226844024863
bull_quiet_bull_volatile,20,0,5,24,90861,1521,1292,1.421952212720529,1.673985538349787,-0.28865563057585913,-7.042413572343152,8.488828950590944,11.526315789473685,-1.4173088665498348
all,20,2,2,4,163546,1004,682,0.4170080588947452,0.6138945617746688,-0.15297802012411854,-6.722202114213485,5.321094216401264,4.0,-0.3821134130380348
bull_quiet_bull_volatile,20,2,2,4,90861,493,336,0.36979562188397663,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,7.030590363069603,4.0,-0.3649534765439971
all,20,2,2,8,163546,1459,946,0.5784305333056143,0.8921037506267351,-0.19787967568326337,-6.725663716814156,8.316469434143615,5.116279069767442,-0.4944141454845164
bull_quiet_bull_volatile,20,2,2,8,90861,732,475,0.5227765487943122,0.8056261762472348,-0.12332240779787372,-7.013129431613602,9.939664252007121,5.170526315789473,-0.4928797552733085
all,20,2,2,12,163546,1941,1233,0.7539163293507637,1.1868220561799128,-0.24457669423494144,-6.728299499219215,10.19112220102837,6.718572587185726,-0.56062837631113
bull_quiet_bull_volatile,20,2,2,12,90861,947,596,0.6559469959608633,1.0422513509646603,-0.1623787443044451,-7.019152712835373,11.541227361039459,6.557046979865772,-0.5580610090675031
all,20,2,2,24,163546,2903,1744,1.0663666491384687,1.7750357697528523,-0.3568113963966213,-6.746698528554754,13.42138639382015,10.272935779816514,-0.6461948823180289
bull_quiet_bull_volatile,20,2,2,24,90861,1521,900,0.9905239871892232,1.673985538349787,-0.28865563057585913,-7.042413572343152,15.050076364111495,10.76,-0.6755380757482797
all,20,2,3,4,163546,1004,733,0.448191945996845,0.6138945617746688,-0.15297802012411854,-6.722202114213485,3.0190564636907125,4.0,-0.5232753827630829
bull_quiet_bull_volatile,20,2,3,4,90861,493,357,0.3929078482517252,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,4.440020773369996,4.0,-0.4814799741953566
all,20,2,3,8,163546,1459,1060,0.6481356927103078,0.8921037506267351,-0.19787967568326337,-6.725663716814156,5.9063025567567955,5.233962264150944,-0.7032331023139394
bull_quiet_bull_volatile,20,2,3,8,90861,732,527,0.5800068236096895,0.8056261762472348,-0.12332240779787372,-7.013129431613602,7.42692425216111,5.290322580645161,-0.6813087914114077
all,20,2,3,12,163546,1941,1409,0.861531312291343,1.1868220561799128,-0.24457669423494144,-6.728299499219215,7.874844492022259,6.9098651525904895,-0.7981781197136825
bull_quiet_bull_volatile,20,2,3,12,90861,947,674,0.7417924081839293,1.0422513509646603,-0.1623787443044451,-7.019152712835373,9.255102053660949,6.753709198813056,-0.7774898426136115
all,20,2,3,24,163546,2903,2057,1.257750113118022,1.7750357697528523,-0.3568113963966213,-6.746698528554754,11.830832348159102,10.662129314535731,-0.9202754198156606
bull_quiet_bull_volatile,20,2,3,24,90861,1521,1060,1.1666171404673071,1.673985538349787,-0.28865563057585913,-7.042413572343152,13.521105010998276,11.19245283018868,-0.9408207138022244
all,20,2,5,4,163546,1004,787,0.4812101793990681,0.6138945617746688,-0.15297802012411854,-6.722202114213485,-1.164955480491537,4.0,-0.7380114557596623
bull_quiet_bull_volatile,20,2,5,4,90861,493,393,0.4325288077392941,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,-2.0864380539079783,4.0,-0.7722934252310824
all,20,2,5,8,163546,1459,1175,0.7184523008817091,0.8921037506267351,-0.19787967568326337,-6.725663716814156,0.6082886763620241,5.320851063829787,-1.0021426789006402
bull_quiet_bull_volatile,20,2,5,8,90861,732,600,0.6603493247928154,0.8056261762472348,-0.12332240779787372,-7.013129431613602,-0.8093652053802142,5.38,-1.055404999490686
all,20,2,5,12,163546,1941,1577,0.9642547050982598,1.1868220561799128,-0.24457669423494144,-6.728299499219215,2.6445341473736983,7.023462270133164,-1.1177922329991132
bull_quiet_bull_volatile,20,2,5,12,90861,947,778,0.856252957814684,1.0422513509646603,-0.1623787443044451,-7.019152712835373,1.6916083612993598,6.894601542416453,-1.1815738811236378
all,20,2,5,24,163546,2903,2377,1.4534137184645297,1.7750357697528523,-0.3568113963966213,-6.746698528554754,7.56315720710565,11.003786285233488,-1.3100788801750303
bull_quiet_bull_volatile,20,2,5,24,90861,1521,1267,1.3944376575208286,1.673985538349787,-0.28865563057585913,-7.042413572343152,7.725756514547297,11.583267561168114,-1.4170722542328646
all,20,3,2,4,163546,1004,656,0.40111039096034146,0.6138945617746688,-0.15297802012411854,-6.722202114213485,5.1167539729013125,4.0,-0.3815256373497501
bull_quiet_bull_volatile,20,3,2,4,90861,493,327,0.3598903820120844,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,6.7930793671568885,4.0,-0.36700941506519696
all,20,3,2,8,163546,1459,917,0.560698519071087,0.8921037506267351,-0.19787967568326337,-6.725663716814156,8.008305971595407,5.138495092693566,-0.4965089040761334
bull_quiet_bull_volatile,20,3,2,8,90861,732,466,0.5128713089224199,0.8056261762472348,-0.12332240779787372,-7.013129431613602,9.693015792150172,5.1931330472103,-0.49679312094926587
all,20,3,2,12,163546,1941,1198,0.7325156225159893,1.1868220561799128,-0.24457669423494144,-6.728299499219215,9.832439121877526,6.747913188647746,-0.5632911450299131
bull_quiet_bull_volatile,20,3,2,12,90861,947,585,0.643840591672995,1.0422513509646603,-0.1623787443044451,-7.019152712835373,11.271473741781296,6.5777777777777775,-0.5615997244411532
all,20,3,2,24,163546,2903,1706,1.043131596003571,1.7750357697528523,-0.3568113963966213,-6.746698528554754,13.077492602318449,10.356389214536929,-0.6495772026889434
bull_quiet_bull_volatile,20,3,2,24,90861,1521,888,0.9773170006933668,1.673985538349787,-0.28865563057585913,-7.042413572343152,14.81477950900244,10.81981981981982,-0.6791759105351143
all,20,3,3,4,163546,1004,706,0.43168282929573326,0.6138945617746688,-0.15297802012411854,-6.722202114213485,2.9793780624997552,4.0,-0.5250025072472033
bull_quiet_bull_volatile,20,3,3,4,90861,493,348,0.3830026083798329,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,4.3289056077547245,4.0,-0.4864254637795363
all,20,3,3,8,163546,1459,1025,0.6267349858755336,0.8921037506267351,-0.19787967568326337,-6.725663716814156,5.63627657784195,5.244878048780488,-0.700786592610066
bull_quiet_bull_volatile,20,3,3,8,90861,732,518,0.5701015837377973,0.8056261762472348,-0.12332240779787372,-7.013129431613602,7.226018502986651,5.312741312741313,-0.6881031731300159
all,20,3,3,12,163546,1941,1368,0.8364619128563218,1.1868220561799128,-0.24457669423494144,-6.728299499219215,7.49560439220099,6.93859649122807,-0.7993401023347011
bull_quiet_bull_volatile,20,3,3,12,90861,947,663,0.7296860038960611,1.0422513509646603,-0.1623787443044451,-7.019152712835373,8.999808279751473,6.77526395173454,-0.7842528375798143
all,20,3,3,24,163546,2903,2013,1.230846367382877,1.7750357697528523,-0.3568113963966213,-6.746698528554754,11.373744133515324,10.750124192747144,-0.9237544248130098
bull_quiet_bull_volatile,20,3,3,24,90861,1521,1048,1.153410153971451,1.673985538349787,-0.28865563057585913,-7.042413572343152,13.245005110265359,11.248091603053435,-0.9469407414237478
all,20,3,5,4,163546,1004,754,0.46103237009770953,0.6138945617746688,-0.15297802012411854,-6.722202114213485,-0.6729274790242468,4.0,-0.724372877475332
bull_quiet_bull_volatile,20,3,5,4,90861,493,380,0.4182212390354497,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,-1.547617599827268,4.0,-0.7547690998421883
all,20,3,5,8,163546,1459,1130,0.6909371063798565,0.8921037506267351,-0.19787967568326337,-6.725663716814156,0.8723251775775965,5.330973451327433,-0.9871231595869241
bull_quiet_bull_volatile,20,3,5,8,90861,732,585,0.643840591672995,0.8056261762472348,-0.12332240779787372,-7.013129431613602,-0.46071743969501405,5.401709401709402,-1.042552757538346
all,20,3,5,12,163546,1941,1522,0.9306250229293288,1.1868220561799128,-0.24457669423494144,-6.728299499219215,2.6343611673886156,7.048620236530881,-1.1053753303591298
bull_quiet_bull_volatile,20,3,5,12,90861,947,760,0.8364424780708994,1.0422513509646603,-0.1623787443044451,-7.019152712835373,1.7823013972417725,6.921052631578948,-1.1725540450276235
all,20,3,5,24,163546,2903,2317,1.4167267924620597,1.7750357697528523,-0.3568113963966213,-6.746698528554754,7.051274015395799,11.104013810962451,-1.3050340830326852
bull_quiet_bull_volatile,20,3,5,24,90861,1521,1247,1.372426013361068,1.673985538349787,-0.28865563057585913,-7.042413572343152,7.351671605654836,11.659983961507619,-1.4129727271390566
all,20,5,2,4,163546,1004,585,0.357697528524085,0.6138945617746688,-0.15297802012411854,-6.722202114213485,4.931276915008533,4.0,-0.3772203030148052
bull_quiet_bull_volatile,20,5,2,4,90861,493,299,0.32907408018841966,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,6.3861368458922225,4.0,-0.35597367561012677
all,20,5,2,8,163546,1459,824,0.5038337837672582,0.8921037506267351,-0.19787967568326337,-6.725663716814156,7.421909309968372,5.160194174757281,-0.4908528576168479
bull_quiet_bull_volatile,20,5,2,8,90861,732,426,0.46884802060289893,0.8056261762472348,-0.12332240779787372,-7.013129431613602,8.946294587849275,5.192488262910798,-0.48020110940769956
all,20,5,2,12,163546,1941,1090,0.6664791557115429,1.1868220561799128,-0.24457669423494144,-6.728299499219215,9.0943953690178,6.829357798165137,-0.5588441341992821
bull_quiet_bull_volatile,20,5,2,12,90861,947,542,0.5965155567295098,1.0422513509646603,-0.1623787443044451,-7.019152712835373,10.49813617849216,6.649446494464945,-0.5500622210712648
all,20,5,2,24,163546,2903,1581,0.9667005001650911,1.7750357697528523,-0.3568113963966213,-6.746698528554754,12.220236689248019,10.590765338393421,-0.651210331215934
bull_quiet_bull_volatile,20,5,2,24,90861,1521,842,0.9266902191259175,1.673985538349787,-0.28865563057585913,-7.042413572343152,14.082551135160696,11.054631828978623,-0.6785830165434173
all,20,5,3,4,163546,1004,629,0.3846012742592298,0.6138945617746688,-0.15297802012411854,-6.722202114213485,3.193811137108786,4.0,-0.5178451270101163
bull_quiet_bull_volatile,20,5,3,4,90861,493,319,0.3510857243481802,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,4.269594127528632,4.0,-0.4794552948056314
all,20,5,3,8,163546,1459,923,0.5643672116713341,0.8921037506267351,-0.19787967568326337,-6.725663716814156,5.324946096675428,5.274106175514627,-0.6984163321236594
bull_quiet_bull_volatile,20,5,3,8,90861,732,476,0.5238771310023002,0.8056261762472348,-0.12332240779787372,-7.013129431613602,6.692657421863917,5.319327731092437,-0.6814445223392163
all,20,5,3,12,163546,1941,1245,0.7612537145512578,1.1868220561799128,-0.24457669423494144,-6.728299499219215,6.879376853273948,7.013654618473896,-0.7942445773628901
bull_quiet_bull_volatile,20,5,3,12,90861,947,617,0.6790592223286118,1.0422513509646603,-0.1623787443044451,-7.019152712835373,8.299117723467138,6.846029173419773,-0.78060832845978
all,20,5,3,24,163546,2903,1868,1.1421862962102407,1.7750357697528523,-0.3568113963966213,-6.746698528554754,10.341915084157817,10.98286937901499,-0.9261910821803434
bull_quiet_bull_volatile,20,5,3,24,90861,1521,995,1.0950792969480856,1.673985538349787,-0.28865563057585913,-7.042413572343152,12.313251553864351,11.457286432160805,-0.9483775352950514
all,20,5,5,4,163546,1004,670,0.40967067369425114,0.6138945617746688,-0.15297802012411854,-6.722202114213485,0.5097259041048627,4.0,-0.7114082301506187
bull_quiet_bull_volatile,20,5,5,4,90861,493,347,0.38190202617184493,0.5425870285380966,-0.07850711351045427,-7.0116657607640684,-0.29882785171457776,4.0,-0.7399343590373588
all,20,5,5,8,163546,1459,1015,0.6206204982084551,0.8921037506267351,-0.19787967568326337,-6.725663716814156,1.6869675783546292,5.359605911330049,-0.9788587373809693
bull_quiet_bull_volatile,20,5,5,8,90861,732,535,0.5888114812735937,0.8056261762472348,-0.12332240779787372,-7.013129431613602,0.6713202450095815,5.405607476635514,-1.028478869950603
all,20,5,5,12,163546,1941,1386,0.8474679906570628,1.1868220561799128,-0.24457669423494144,-6.728299499219215,2.974511442549792,7.137085137085137,-1.1035201461855428
bull_quiet_bull_volatile,20,5,5,12,90861,947,706,0.7770110388395461,1.0422513509646603,-0.1623787443044451,-7.019152712835373,2.278327261921097,7.002832861189802,-1.1688802618651313
all,20,5,5,24,163546,2903,2153,1.3164491947219743,1.7750357697528523,-0.3568113963966213,-6.746698528554754,6.390265908537832,11.344170924291687,-1.3111768306367975
bull_quiet_bull_volatile,20,5,5,24,90861,1521,1182,1.3008881698418464,1.673985538349787,-0.28865563057585913,-7.042413572343152,6.713693692997044,11.87140439932318,-1.411795172011281
