strategy,date,coin,setup_ids,btc_regime,alert_rank,next_max_return_pct,next_close_return_pct,hit_h2,hit_h5,hit_h6
setup_only,2025-08-13,KRW-WCT,S01+S02+S03,bull_quiet,1,6.639839034205242,-2.8169014084507005,1,0,1
setup_only,2025-08-13,KRW-DEEP,S01+S02+S03,bull_quiet,2,5.106382978723412,3.8297872340425476,1,0,1
setup_only,2025-08-13,KRW-LINK,S02+S03,bull_quiet,3,5.046439628482968,1.0835913312693402,1,0,1
setup_only,2025-08-13,KRW-ARB,S02+S03,bull_quiet,4,21.45482388973967,19.448698315467073,0,1,1
setup_only,2025-08-13,KRW-ALT,S02,bull_quiet,5,6.529850746268662,0.0,1,0,1
setup_only,2025-08-13,KRW-AAVE,S02,bull_quiet,6,3.7474449239155216,2.861685214626397,0,0,0
setup_only,2025-08-13,KRW-SOL,S02,bull_quiet,7,6.3667556233320655,4.879908501715602,1,0,1
setup_only,2025-08-13,KRW-GRT,S02,bull_quiet,8,2.877697841726623,-0.7194244604316502,0,0,0
setup_only,2025-08-13,KRW-ADA,S02,bull_quiet,9,8.940972222222232,6.857638888888884,0,0,1
setup_only,2025-08-13,KRW-ETH,S02,bull_quiet,10,3.4867059385448096,3.1523642732049106,0,0,0
setup_only,2025-08-14,KRW-ARB,S01+S02+S03,bull_quiet,1,1.0269576379974277,-7.830551989730427,0,0,0
setup_only,2025-08-14,KRW-RAY,S01+S02+S03,bull_quiet,2,9.241245136186759,2.4319066147859836,1,0,1
setup_only,2025-08-14,KRW-OP,S01+S02+S03,bull_quiet,3,0.0,-12.100840336134455,0,0,0
setup_only,2025-08-14,KRW-INJ,S01+S02+S03,bull_quiet,4,1.9465821638750658,-4.708012675418738,0,0,0
setup_only,2025-08-14,KRW-MNT,S02+S03,bull_quiet,5,8.420365535248031,-0.652741514360311,1,0,1
setup_only,2025-08-14,KRW-IMX,S02+S03,bull_quiet,6,1.36830102622576,-10.490307867730897,0,0,0
setup_only,2025-08-14,KRW-SEI,S01+S02,bull_quiet,7,1.848049281314168,-6.776180698151945,0,0,0
setup_only,2025-08-14,KRW-SIGN,S02,bull_quiet,8,0.0,-10.093457943925232,0,0,0
setup_only,2025-08-14,KRW-NEAR,S02,bull_quiet,9,2.252141982864142,-5.899632802937571,0,0,0
setup_only,2025-08-14,KRW-ADA,S02,bull_quiet,10,13.230519480519476,4.707792207792205,1,0,1
setup_only,2025-08-15,KRW-BERA,S01+S02,bull_quiet,1,2.016260162601635,-1.6260162601625994,0,0,0
setup_only,2025-08-15,KRW-AQT,S02,bull_quiet,2,2.5091799265605896,-4.039167686658507,0,0,0
setup_only,2025-08-16,KRW-MNT,S01+S02+S03,bull_quiet,1,15.315852205005953,13.230035756853397,1,0,1
setup_only,2025-08-16,KRW-DEEP,S01+S02+S03,bull_quiet,2,1.2499999999999956,-2.083333333333337,0,0,0
setup_only,2025-08-16,KRW-SAHARA,S02+S03,bull_quiet,3,0.7575757575757569,-3.0303030303030276,0,0,0
setup_only,2025-08-16,KRW-WAVES,S01+S02,bull_quiet,4,3.960396039603964,-2.2131624927198557,1,0,0
setup_only,2025-08-16,KRW-KAVA,S02,bull_quiet,5,1.7077798861480087,0.0,0,0,0
setup_only,2025-08-16,KRW-ANIME,S02,bull_quiet,6,1.1811023622047223,-1.1811023622047112,0,0,0
setup_only,2025-08-17,KRW-BAT,S01+S02+S03,bull_quiet,1,0.8547008547008517,-4.700854700854706,0,0,0
setup_only,2025-08-17,KRW-MNT,S01+S02,bull_quiet,2,2.3182297154899834,-5.216016859852479,0,0,0
setup_only,2025-08-17,KRW-BERA,S01+S02,bull_quiet,3,4.704097116843697,0.48558421851290223,1,0,0
setup_only,2025-08-17,KRW-CARV,S01+S02,bull_quiet,4,3.167420814479649,-0.4524886877828038,0,0,0
setup_only,2025-08-17,KRW-PROVE,S02,bull_quiet,5,4.738826063543344,-0.5385029617662851,1,0,0
setup_only,2025-08-17,KRW-KAITO,S02,bull_quiet,6,1.4012738853503182,-2.0382165605095537,0,0,0
setup_only,2025-08-18,KRW-LINK,S01+S02+S03,bull_quiet,1,4.297752808988764,0.5898876404494491,0,0,0
setup_only,2025-08-18,KRW-ARB,S02+S03,bull_quiet,2,1.4745308310991856,-4.825737265415553,0,0,0
setup_only,2025-08-18,KRW-INJ,S02+S03,bull_quiet,3,1.766620176662026,-8.08926080892608,0,0,0
setup_only,2025-08-18,KRW-VIRTUAL,S01+S02,bull_quiet,4,0.6067291781577389,-6.894649751792614,0,0,0
setup_only,2025-08-18,KRW-CYBER,S02,bull_quiet,5,4.5809474232170855,-8.901613742842274,1,0,0
setup_only,2025-08-18,KRW-SEI,S02,bull_quiet,6,0.6302521008403339,-4.621848739495793,0,0,0
setup_only,2025-08-19,KRW-WAVES,S01+S02+S03,bull_quiet,1,15.24879614767256,7.276618512573574,1,0,1
setup_only,2025-08-19,KRW-POL,S01+S02,bull_quiet,2,3.32409972299168,-10.526315789473683,1,0,0
setup_only,2025-08-19,KRW-CARV,S01,bull_quiet,3,5.434782608695654,0.43478260869564966,1,0,1
setup_only,2025-08-20,KRW-CTC,S01+S02+S03,bull_quiet,1,1.904761904761898,1.0476190476190528,0,0,0
