market,date,pump_prob,raw_score,regime,f_qv_surge_7d,f_qv_surge_30d,f_ret_3d,f_ret_7d,f_bounce_off_7d_low,f_atr_pct_14,f_rv_7d,f_qv_rank
KRW-CHIP,2026-07-26,0.0023614609571788415,0.18244570771365626,bear_quiet,1.0341600912536337,0.23588375036873982,-0.06000000000000005,-0.07439824945295415,0.009546539379450714,0.058595069233365736,0.021782231273064837,82.0
KRW-DOGE,2026-07-26,0.0023614609571788415,0.18278961429680698,bear_quiet,1.1741920888142738,1.179624331431343,-0.009345794392523366,0.0,0.059999999999989395,0.03840970350404276,0.028106443297282208,8.0
KRW-NEAR,2026-07-26,0.001731465449393987,0.16049180816580555,bear_quiet,0.6172802754284454,0.5180758894528549,-0.03841931942919863,-0.077247191011236,0.01076923076923042,0.051913459447706,0.024223328899846422,25.0
KRW-ENS,2026-07-26,0.001731465449393987,0.14903558088607596,bear_quiet,0.37234777100730604,0.26819802088121375,-0.04740406320541757,-0.05733432613551748,0.010375099760574491,0.047054840893703445,0.012188616659657394,97.0
KRW-IN,2026-07-26,0.001731465449393987,0.16856404984673207,bear_quiet,0.49021322811671864,0.10136586502054298,-0.040983606557377095,-0.1082317073170731,0.015624999999982236,0.06105006105006001,0.032464888842204394,63.0
KRW-TRUMP,2026-07-26,0.001731465449393987,0.14808632985213044,bear_quiet,0.32822188237635647,0.2824858225909973,-0.021720613287904644,-0.04171881518564868,0.01862527716186202,0.04362833509546612,0.019336016323298094,81.0
KRW-ANIME,2026-07-26,0.001731465449393987,0.14632782700993419,bear_quiet,0.5213000155800003,0.4891751166213193,-0.022499999999999964,0.010335917312661591,0.031662269129015375,0.044574351479710894,0.017397716746643452,87.0
KRW-ALGO,2026-07-26,0.001731465449393987,0.1446100895602244,bear_quiet,0.7460959369994334,0.8059170465050673,0.008130081300812941,0.008130081300812941,0.04201680672268027,0.03571428571428543,0.017081453812454156,66.0
KRW-ADA,2026-07-26,0.0012592475995592634,0.14171327275831455,bear_quiet,0.5733510580945407,0.44236094107582835,-0.047244094488189003,-0.01224489795918371,0.025423728813555035,0.04722550177095612,0.018602412165577918,28.0
KRW-AAVE,2026-07-26,0.0012592475995592634,0.12661044757479994,bear_quiet,0.5897526319314935,0.35311406018203345,-0.05411103302881237,0.015082956259426794,0.03858024691358031,0.043037571640840586,0.029408501241239497,64.0
