head,regime,liq,topK_pct,n_sub,base_rate_pct,n_top,precision_pct,lift,active_days,total_days,active_pct_of_period,avg_fail_eod_pct,worst5_fail_eod_pct
h1_stable_3_4h,bull_all,all,1.0,89170,6.062577099921499,891,13.804713804713806,2.277037236341713,100,648,15.432098765432098,-0.12192008451621252,-7.766443101918216
h1_stable_3_4h,bull_all,all,2.0,89170,6.062577099921499,1783,12.899607403252944,2.127743233718211,220,648,33.95061728395062,-0.4128484124077276,-7.716821389544201
h1_stable_3_4h,bull_all,top100,0.1,64800,6.845679012345679,64,3.125,0.4564923354373309,3,648,0.4629629629629629,-5.074577503781169,-9.691640489952867
h1_stable_3_4h,bull_all,top100,0.5,64800,6.845679012345679,324,15.432098765432098,2.254283137962128,32,648,4.938271604938271,-1.1832072202824622,-8.411909688281963
h1_stable_3_4h,bull_all,top100,1.0,64800,6.845679012345679,648,15.432098765432098,2.254283137962128,96,648,14.814814814814813,-0.41773474704961877,-8.127703948842582
h1_stable_3_4h,bull_all,top100,2.0,64800,6.845679012345679,1296,13.88888888888889,2.0288548241659154,195,648,30.09259259259259,-0.667795017075853,-8.134868432748
h1_stable_3_4h,bull_all,top50,0.1,32400,7.583333333333334,32,0.0,0.0,3,648,0.4629629629629629,-5.123696145043262,-9.761567993534047
h1_stable_3_4h,bull_all,top50,0.5,32400,7.583333333333334,162,17.901234567901234,2.3606023606023605,31,648,4.78395061728395,-1.2129938590177545,-8.814943310874924
h1_stable_3_4h,bull_all,top50,1.0,32400,7.583333333333334,324,15.74074074074074,2.075702075702076,86,648,13.271604938271606,-0.6921251959392664,-9.041222123161527
h1_stable_3_4h,bull_all,top50,2.0,32400,7.583333333333334,648,14.351851851851851,1.8925518925518925,159,648,24.537037037037038,-0.8607815415030643,-8.729889422807853
h1_stable_3_4h,bull_quiet,all,0.1,57000,5.424561403508772,57,14.035087719298245,2.5873221216041395,3,380,0.7894736842105263,0.7904753117390848,-2.8827781715095724
h1_stable_3_4h,bull_quiet,all,0.5,57000,5.424561403508772,285,15.789473684210526,2.910737386804657,25,380,6.578947368421052,0.9309074834985607,-3.358636780517251
h1_stable_3_4h,bull_quiet,all,1.0,57000,5.424561403508772,570,13.859649122807017,2.554980595084088,86,380,22.63157894736842,0.26892733775368943,-6.010222804718218
h1_stable_3_4h,bull_quiet,all,2.0,57000,5.424561403508772,1140,13.596491228070176,2.5064683053040104,160,380,42.10526315789473,-0.39081224158939953,-7.243237261836373
h1_stable_3_4h,bull_quiet,top100,0.1,38000,6.38421052631579,38,21.052631578947366,3.297609233305853,3,380,0.7894736842105263,0.3794474942068253,-2.8754783841247393
h1_stable_3_4h,bull_quiet,top100,0.5,38000,6.38421052631579,190,18.947368421052634,2.967848309975268,24,380,6.315789473684211,0.708248459104629,-4.342829176821922
h1_stable_3_4h,bull_quiet,top100,1.0,38000,6.38421052631579,380,16.842105263157894,2.6380873866446826,73,380,19.210526315789473,0.3185647113595007,-6.654414217588883
h1_stable_3_4h,bull_quiet,top100,2.0,38000,6.38421052631579,760,14.473684210526317,2.267106347897774,136,380,35.78947368421053,-0.46338456724208066,-7.52173148148148
h1_stable_3_4h,bull_quiet,top50,0.1,19000,7.1,19,21.052631578947366,2.965159377316531,3,380,0.7894736842105263,0.6719022102194342,
h1_stable_3_4h,bull_quiet,top50,0.5,19000,7.1,95,22.105263157894736,3.1134173461823575,24,380,6.315789473684211,0.6316562358558211,-5.474752209996334
h1_stable_3_4h,bull_quiet,top50,1.0,19000,7.1,190,17.894736842105264,2.5203854707190514,57,380,15.0,0.16688094653666685,-8.546303281780466
