K,hard_sl,tp,trail,n,p_loss_lt_5,cvar95,worst,mdd,pct_stopped_sl,pct_trail,pct_tp,pct_eod,net_mean,cum,hit,sortino,median,avg_loss,pct_loss,h_lt_-10,h_-10_to_-5,h_-5_to_0,h_0_to_+5,h_gt_+5
5,0.03,none,none,5885,0.0,-0.03149999999999999,-0.0315,-0.9813297485494064,0.8086661002548853,0.0,0.0,0.1913338997451147,-0.009637382763057735,-0.98137256904805,0.16890399320305863,-6.488005307466656,-0.0315,-0.030899719710789898,0.8310960067969414,0.0,0.0,0.8310960067969414,0.07646559048428207,0.09243840271877656
5,0.03,none,0.05,5885,0.0,-0.03149999999999999,-0.0315,-0.9698741627300506,0.5359388275276126,0.4278674596431606,0.0,0.03619371282922685,-0.008577835056186488,-0.9693600945029098,0.264910790144435,-6.803272967232062,-0.0315,-0.02657830866977183,0.735089209855565,0.0,0.0,0.735089209855565,0.19150382327952423,0.07340696686491079
5,0.03,none,0.08,5885,0.0,-0.03149999999999999,-0.0315,-0.9868338157178673,0.6988954970263381,0.2062871707731521,0.0,0.09481733220050977,-0.01063368182914252,-0.9868697925465963,0.20713678844519967,-7.6036587846291335,-0.0315,-0.029209484375820032,0.7928632115548003,0.0,0.0,0.7928632115548003,0.11622769753610875,0.09090909090909091
5,0.03,0.05,none,5885,0.0,-0.03149999999999999,-0.0315,-0.8425279241075059,0.6429906542056075,0.0,0.3264231096006797,0.03058623619371283,-0.004360390368055065,-0.8335665081125311,0.34222599830076467,-3.2919239700925957,-0.0315,-0.03103243144871514,0.6577740016992354,0.0,0.0,0.6577740016992354,0.34222599830076467,0.0
5,0.03,0.05,0.05,5885,0.0,-0.03149999999999999,-0.0315,-0.9577013037914583,0.5344095157179269,0.3143585386576041,0.1308411214953271,0.020390824129141887,-0.007746358488560722,-0.9566963092024212,0.27952421410365336,-6.1522757341718854,-0.0315,-0.02701177798840256,0.7204757858963466,0.0,0.0,0.7204757858963466,0.2509770603228547,0.02854715378079864
5,0.03,0.05,0.08,5885,0.0,-0.03149999999999999,-0.0315,-0.9146996139012509,0.6429906542056075,0.07374681393372982,0.2526762956669499,0.03058623619371283,-0.005920616870066161,-0.9107500901165583,0.31401869158878504,-4.457473172047907,-0.0315,-0.03011554062940644,0.685981308411215,0.0,0.0,0.685981308411215,0.2994052676295667,0.014613423959218351
5,0.03,0.08,none,5885,0.0,-0.03149999999999999,-0.0315,-0.9065011068873031,0.7288020390824129,0.0,0.20900594732370434,0.06219201359388275,-0.005720374483213614,-0.9056339225761811,0.2513169073916737,-4.05590973786658,-0.0315,-0.030929296694225023,0.7486830926083262,0.0,0.0,0.7486830926083262,0.03721325403568394,0.2141036533559898
5,0.03,0.08,0.05,5885,0.0,-0.03149999999999999,-0.0315,-0.9654066082913301,0.535429056924384,0.3753610875106202,0.06117247238742566,0.028037383177570093,-0.008232265229609025,-0.9648117428522291,0.26542056074766357,-6.532041521957349,-0.0315,-0.026574893200424,0.7345794392523365,0.0,0.0,0.7345794392523365,0.17009345794392525,0.09532710280373832
5,0.03,0.08,0.08,5885,0.0,-0.03149999999999999,-0.0315,-0.9732198415979552,0.6937977909940527,0.11401869158878504,0.13559898045879354,0.056584536958368736,-0.008911635266025104,-0.9732930188489733,0.22344944774851316,-6.39611025101302,-0.0315,-0.029556282076800156,0.7765505522514868,0.0,0.0,0.7765505522514868,0.06711979609175871,0.15632965165675447
5,0.03,0.1,none,5885,0.0,-0.03149999999999999,-0.0315,-0.9410186661795705,0.7598980458793543,0.0,0.15497026338147835,0.08513169073916738,-0.006901720469825632,-0.9408877746975199,0.21920135938827529,-4.792731239133038,-0.0315,-0.03091359765718291,0.7807986406117248,0.0,0.0,0.7807986406117248,0.05097706032285471,0.16822429906542055
